word,rating
food,6.299999999999996
time,9.499999999999988
delic,1.2
menu,1.0
главнаяменюсервисывакансиигалереяо,0.9999999999999999
насконтактыamruendeliciousразнообразная,0.5
кухняинтересные,0.9999999999999999
блюда,2.000000000000001
из,5.499999999999998
разных,3.3000000000000016
стран,1.5000000000000002
мирапросмотреть,0.9999999999999999
менюcrunchyфаст,0.6
фуднасыщенный,0.9999999999999999
и,8.499999999999988
яркий,1.0999999999999999
вкуспросмотреть,0.9999999999999999
менюдобро,0.6
пожаловатьновый,0.9999999999999999
подходприятное,0.9999999999999999
место,1.0999999999999999
где,2.100000000000001
можно,2.100000000000001
спокойно,1.0999999999999999
вкусно,2.100000000000001
поестьпросмотреть,0.9999999999999999
меню,5.299999999999998
gorku,1.9000000000000004
mi,3.100000000000001
gyumri,4.400000000000002
armeniaоткрыто,0.9999999999999999
каждый,1.5
деньam,1.2
pmдобро,0.5
пожаловать,1.2999999999999998
в,7.399999999999992
timefood,0.7
открылся,2.2000000000000006
году,2.2000000000000006
мартав,0.7999999999999999
городе,2.2000000000000006
гюмри,4.400000000000002
он,4.400000000000002
не,4.400000000000002
являлся,2.2000000000000006
первым,2.2000000000000006
заведением,2.2000000000000006
сфере,2.2000000000000006
фаст,2.7000000000000006
фуда,2.2000000000000006
но,4.400000000000002
благодаря,2.2000000000000006
своему,2.2000000000000006
упорному,2.2000000000000006
труду,2.2000000000000006
стал,2.2000000000000006
одним,2.2000000000000006
первых,2.2000000000000006
полюбили,2.2000000000000006
только,2.2000000000000006
жители,2.2000000000000006
наши,3.1000000000000014
гости,2.2000000000000006
прибывшие,2.2000000000000006
страносвещенное,0.7999999999999999
солнечными,0.8999999999999999
лучами,0.8999999999999999
заведение,0.8999999999999999
сразу,0.8999999999999999
же,0.8999999999999999
бросается,0.8999999999999999
глаза,0.8999999999999999
повара,0.8999999999999999
работают,0.8999999999999999
перед,0.8999999999999999
нашими,0.8999999999999999
посетителями,0.8999999999999999
что,0.8999999999999999
дает,0.8999999999999999
возможность,0.9999999999999999
удостовериться,0.8999999999999999
высоком,0.8999999999999999
качестве,0.8999999999999999
изысканности,0.8999999999999999
наших,1.8000000000000007
блюду,0.7999999999999999
нас,3.5000000000000013
вы,1.8000000000000007
можете,1.8000000000000007
насладиться,0.8999999999999999
разнообразием,0.8999999999999999
блюд,0.9999999999999999
вкус,0.9999999999999999
которых,0.8999999999999999
запомнится,0.8999999999999999
вам,2.100000000000001
надолго,0.8999999999999999
а,0.8999999999999999
найти,0.8999999999999999
по,0.8999999999999999
адресу,0.8999999999999999
горького,0.8999999999999999
заказывайте,0.8999999999999999
ваши,0.8999999999999999
любимые,0.8999999999999999
у,0.8999999999999999
aмы,0.8999999999999999
доставим,0.8999999999999999
их,0.8999999999999999
с,1.9000000000000008
большой,0.8999999999999999
любовьюуслугиfood,0.5
уютное,0.9999999999999999
местечко,0.9999999999999999
приятно,0.9999999999999999
провести,0.9999999999999999
время,0.9999999999999999
друзьями,0.9999999999999999
или,0.9999999999999999
семейвегетарианское,0.7
менюспециальное,1.0999999999999999
для,1.2
тех,1.2
кто,1.2
предпочитает,1.2
здоровую,1.2
пищудоставкаfood,0.7999999999999999
всегда,1.2
пойдет,1.2
навстречуразнообразная,0.7999999999999999
кухнявозможность,1.0999999999999999
попробовать,1.2
всемирные,1.2
вкусыкухнядоставкадовольный,0.5
клиенто,0.5
насfood,1.2
марта,1.4
В,1.4
странсервисывегетарианское,1.0
менюдоставкаразнообразная,1.2999999999999998
кухняесть,1.0
вопросыgorku,1.2
foodtimelistru,1.6
copyright,1.2
all,1.2
right,1.2
reserv,1.2
brain,1.5
for,1.5
насконтактыamruen,0.4
deliciousразнообразная,0.5
crunchyфаст,0.4
добро,1.2
pm,0.7999999999999999
armenia,0.30000000000000004
открыто,0.5
любовью,0.4
услугиfood,0.4
вкусы,0.7
семей,0.30000000000000004
вегетарианское,1.2
пищу,0.4
доставкаfood,0.30000000000000004
навстречу,0.4
разнообразная,1.5000000000000002
кухнядоставкадовольный,0.5
клиент,0.8999999999999999
кухня,1.9000000000000001
доставка,1.1
довольный,0.4
О,1.5
сервисывегетарианское,0.2
есть,0.6000000000000001
главная,0.4
сервисы,0.8
вакансии,0.4
галерея,0.4
контакты,0.4
ru,0.4
en,0.4
просмотреть,1.2
насконтакты,0.1
amruen,0.1
delici,0.1
crunchi,0.1
фуд,0.5
новый,0.5
подход,0.5
интересные,0.1
мира,0.1
насыщенный,0.1
приятное,0.1
поесть,0.1
освещенное,0.1
У,0.1
специальное,0.1
день,0.3
услуги,0.4
вопросы,0.4
